grouping_type,group_name,metric,count,mean,std,seed
size,small,delta_dice,4,0.028637123124538283,0.020040450793284776,2
size,small,delta_hd95,4,-5.064626544713974,8.551802410256565,2
size,small,delta_fnr,4,-0.03138197821781437,0.06873021396225658,2
size,small,delta_fpr,4,-0.021524742087777576,0.13312238819608269,2
size,large,delta_dice,3,-0.026630776769920057,0.048652556135355546,2
size,large,delta_hd95,3,3.2915725708007812,5.701170929427058,2
size,large,delta_fnr,3,-0.018018018018018018,0.031208122658898694,2
size,large,delta_fpr,3,0.047659916940962686,0.06061149106386228,2
size,medium,delta_dice,3,-0.0027337127794586635,0.006957003358153433,2
size,medium,delta_hd95,3,0.16873415311177573,0.6546445005821996,2
size,medium,delta_fnr,3,-0.004823461315840247,0.02134652764417299,2
size,medium,delta_fpr,3,-0.011179371192208168,0.020060977409748822,2
